doc_type,ocr_text
budget,"THE COUNCIL FOR TOBACCO RESEARCH - U.S.A . , INC . 10/26/83 
GRANT EXPENDITURES ( in thousands of $ ) 
'83 '83 ¹83 ¹84 
APRIL OCTOBER TOTAL PROJECTIONS 
CANCER 1,158 1,236 2,394 1,605 
CARDIOVASCULAR 482 808 1,290 478 
PULMONARY 972 538 1,510 1,331 
PHARMACOLOGY 366 439 805 548 
IMMUNOLOGY 395 297 692 
EPIDEMIOLOGY 97 98 195 121 
MISCELLANEOUS 418 396 814 389 
TOTAL 3,888 3,812 7,700 4,916 ( a ) 
UNASSIGNED BALANCE 3,584 ( b ) 
. "" 
TENTATIVE BUIXET 8,500 
( a ) Current grants for which there is an implied commitment 
in 1984 . 
( b ) Assuming a $ 8,500,000 budget in 1984 this figure would be 
used for ( 1 ) grants for which there is no implica cammit 517002760 
ment but which may merit continuation , and ( 2 ) for new 
projects that are considered worthy by the Scientific Ad 
visory Board . 
C 
"
budget,"STR 
FOST - XEYES CARDIER . INF . October 20 , 1970 
IRCUS & WILLIAMSON TOBACCO CORPORATION 
VICERCY 
AUTTARY OF EXTENDITURES AND COMMITMENTS - ( As of September 30 , 1976 ) 
( 000 ) DIIT . 
CUTA 
PASIC MED ZA 137 OTH 230 07 30 OF NTH 07 TOTAL BUDGET ( INDEX ) 
MAGAZINES 0561 $ 1,120 32.973 $ 307 $ 3,057 ( 1,247 ) 
SUPPLEMENTS 
18 11 
TV Channels 2 2 
TOTAL SUPPS . 8 J 77 23 57 
342 ( 461 ) 
OUTDOOR 
30 Sheet 288 2323232 236 872 
Paint 37 12 59 
ja 
TOTAL OUTDOOR 375 207 218 921 2,277 ( 1.355 ) 
1800 10 
Mechanical 10 39 15 77 12 
Accrual 38 ( 38 ) 35 55 
Creative 2 95 
Accrual 2 
BAN IND . 255 
TOTAL PRODUCTION 217 NON 268 457 178 ( 21 ) 
TESTING 
ALSTRINATE , CAMIS , TEST 
***** 888 
Spare 272 7 : 5 
Protection 
Production A. 22 
* 
254 Exp . 48 3 
TOTAL ALT . CAMP . 530 1,016 ( 203 ) 
MG ....... 
Spice 
* 
35 
Test Pred . 
Production Acc . ... 
10 Prod . * 
200 52 
SA 
1. 
5 
TOTAL TEST 1.116 
0 
48 ( +6 ) 
MediaMech Creative Te . Fon 110 740 ( 350 ) 
ISA 
660095537 
| 
13 
- 
TOTAL $ 1,729 st.831 91,786 $ 101 $ 5,947 $ 10.000 
******* 
"
budget,"**** *** BROWN & WILLIAMSON TOBACCO CORPORATION 
CAPITAL BUDGET PROJECT 4994 
ROLE 
Capital Budget ( $ 000 ) Date Submitted 
THO 
THE COGENERATION MACON 
Maintenance of Existing Business Compliance with Outside Requirements 
Expansion of Existing Business Company Improvements & Administrative 
Xev Products Requirements 
Cost Reduction 7 - Quality Improvement 
THE IETTR16 Tân 
This Project is - Approved Proposed ; Proposal No. 18-5-03 1,285 TOTAL CAPITAL 1,185 EXPENSE 100 
PROJECT VETET 
Start 6 85 Completion . A 86 
Mo. Yr . Ko . Yr . 
PROJECT DESCRIPTION 
Cogeneration equipment for Macon Branch . The installation of this equipment would 
reduce peak and running electrical load , thereby reducing the utility cost at the Macon 
Branch . 
Reference RDLE - 22 - $ 1,425 
ESTIMATED SPENDING SCHEDULE 
TEST FITS TO IIII Im SETENTS TO SEE 
CAPITAL . CAPITAL 1,185 
EXPENSE 100 EXPENSE 
1986 SPENDING BY QUARTER YEAR CAPITAL EXPENSE 
JAN . - MAR . APR . - JUN , JUL . - SEP . OCT . - DEC . TOTAL 1987 
CAPITAL 500 1,185 1988 
EXPENSE 1989 
1990 
526006707 
Tour 
minis 
"
budget,"2013-70 
- 
PCS 
: 
1970 
, 
REFOX 
SEFE 
, 
AUG 
, 
AVENE 
NONTTIA 
VECI 
IVOITE 
1970 
JULY 
QUARTERLY JULY , ACT , SEPTORER . 
650360587 
1 
"
budget,"1 
1 
A PROPOSAL FOR A 
SCIENTIFIC CONFERENCE 
ON THE EFFECTS OF 
SMOKING ON AGGRESSION 
501012454 
1 
1 
"
budget,"C ( 
RALEIGH BELAIR DOUBLE COUPON NATIONAL INTRODUCTION 
If it is decided to nationally launch the RALEIGH / BELAIR Double 
Coupon program , it in anticipated that a incremental $ 3 , 750 , 000 will 
be spent in a three month period . Three million in advertising covers 
use of Sunday Supplements , outdoor , and newspaper in above average 
sales areas for the brands . Seven hundred and fifty thousand is 
allocated to sales promotion to fund a second major brand promotion 
for RALEIGH BELAIR . ( Each brand was allocated only une major brand 
promotion during 1976 ) . 
An additional $ 3,000,000 is currently being considered on top of the $ 3 , 750 , 000 . 
Consumer research indicates low competitive smoker awareness of the 
Double Coupon pregram . in the test markets . It is believed that this additional 
money may be needed to achieve a substantial level of competitive smoker 
awareneas to generato trial among non RALEIGI / BELAIR SIrokers . 
680080247 
"
budget,"March Production Accrual 
Mich Creative 
Kool 19048 32,166 102.93 Cater 
2.600 PXG 
¥ 13 : 498 
H 
Viceroy 102,797 2571 37.251 Bat 
7.768 
34-965 9322 5.474 
Belair 26.892 34.685 
SWR 5.800 1.210 
1.373 1.000 
Prod . Planning 
Abrams - Today - ( 44-2,14 ) 2976 
K + E- Calt : - ( TV 13-3 ) . == 11.362 .. 
* 14.338 660006102 
Cepy Proba 1 
₁ 
$ 
"
budget,"0 
... 
21.395 
12.111 
22.334 71.023_ 92.413 
12.111 
297.315 
130.232 Jawa 
ACTUAL 235518 
-A.20 
1978 
1 
CATE 
10 
219'5 577 
EAR 
SHEDULE PIGE VINCERY 
12:25 3.977 
1.302 
25.105 
20.318 
12.3291 25.132 
INCHERCE 
439SA TRAS 
/ 
1 
NICE 
CORPORATION 
O NECIA 
ESES 
16326 
TOBACCO 
BUDGET 
ACCCIPIHAKKING 
PALICULAD 
US 
ADVENTISTIC 
AUCTORSDA PIONETICA AGENCY 
AVE 
ADVERTISI 
VICKOY IGALESSIING 
1 
TOEBE 
MONTHLY ATS 
WALIAUSCH 
: SAC 
SHIATS 
& 
TATAL 
CARAT 1 1435 ISIAL 
15.11 
, 
: 
اعلياته 
12 PRODUCTION umre CREATIVE 
SURA 
MROWN 
CLOT 
168SCY 
ALLOCATION 
- 
* 
LOST 
75 
SPORT 
* 
3.327 
LACK 
11.251 3.3.32 
BCN SERS 
26.512 
CALL 
- . 
TOURE 
. 
. 
megt 
! 
CHANGES 
. 
MONIA 
24 
660011522 
FOR 
12.300 
22.332 21.395 
71.321 
PARKSMA 152.133 
-Diet 
OSTRUT 
P 
PE 
"
budget,"BROWN & HT LIGGIN TOCAICO CORPORATION SCHEDULF 4,146 
1913 FUCCE ! NO COMPARISON WITH PAIUR YEARS Page 1 of 7 
ADNEATSING 
( THOUSANDS OF CFS ) 
TIGAETTES BUTZT faze 1950 
MUJOR BRINGS 
FC : 418 
MEYA 
MAGAZINES , NEWSNAPERS , ETC. $ 6.700 $ 6,112 $ 3,322 5 5,567 $ 5.44 
4 
( OTHER ALLOCATION UT - 3.10 ( PRODUCTION € FOR TESTING , MISC . ) 4,100 1,100 1 900 im 3,275 002 2,243 735 2,913 1,298 1,074 2,629 933 
ACCICY FLES 1,000 965 830 877 835 
10TAL MEDIA O 10.3 
O 
RESULT 
MERHORST 
PERIS 
ROLARS 
AVERAGE PER M 
SALES PROMOTION PROMOTION AND MERCHANDISING - SPECIFIC 
PACKAGE CONTRACT DISPLAY PAYMENTS $ 1,141 S 610 S 677 3 1.215 
FT4L PROMOTION 30 37 47 
OTHER FACT : N 
BRAC PROMOTION 
RETAIL PROMOTION 35a 667 743 748 
COVSMES PROMO1 : 0 0 : 0 1.740 2,482 2,315 1₁ : 03 
OTHER PROMOTION 5 : 0 ( 33 ) 28 3,935 
sit 
TOTAL SCI IS 
SPER 
ASSC 
AM 
** 
5 
COPON PRODICN 933 $ 5 ( 3,1 : 69 $ 3,932 15 ( 97315 
317 
AVERAGE PER M 1.1811 
TOTAL OCLAIN $ 17,936 $ 13,311 $ 14.900 11,044 
AVERAGE PCK M 2.75 
KOAL 
PEDIA 
MAGAZINES , NEWSPAPERS , ETC. $ 39,959 $ 40,775 is 12,927 $ 15,490 24,342 
OUT - OF - MONE 24,600 26,208 3,634 17,077 12,068 
OTHER ( PRODUCTION , MISC . ) 4.620 5,242 2,301 3,226 3,039 
SPONSTASHIP 6,075 6,609 3,743 
ALLOCATION FOR TESTING 3,546 102 391 225 312 
ANCY TOTAL TES ACCIA SSC 1,900 5,019 15 20,735 1,692 15 DinG 33,765 DER 2007 
AVERAGE PER X 1.35 ..c 680127151 
SALES PROMOTION SPECIFIC 
PROCTION & MECHANDISING 
PACKAGE RETAIL PROMOTION CONTRACT CISPLAY PAYMENTS $ 0,060 790 $ 7,142 592 772 S 4,85 222 : is 2,377 
CTIER PROCTION 127 ( 25 
BAND PROMOTION 
KETAIL PROMOTION 1,013 7,035 5,071 7,112 
CONGUER PROMOTION 8,467 21,972 15,952 3,977 3,724 
OTHER PROCTION 5,726 2,636 2,73 4,428 2,823 
TOTAL SPECIFIC 323 -075 5 23 , 003 
9590 
, 
5943 
$ 
37 
S 
2:53 
AVERACE PER M 
° 
65 
101A YOO $ $ 105,756 105,75 $ 123 , 35 is 51,473 3 62,844 $ 36,5 
AVERACE PER M 169 2 . 
bur 
"
budget,"29 . 
VITALITY TESTS 
RICH LIGHTS VITALITY TESTS 
con 
Objective 
.. 
Determine VRL's responsiveness to increased support . 
the 
Strategico 
1 . 75 % Media / 25 % Promotion 
8. 70 % National / 30 % Local Media Split BJOOP 
b . Trial Generating Promotion 
Test at 1.5 x rate ( $ 50MM ) and 2.0x rate ( $ 66MM ) 
SPENDING RATES 
Test Incremental 
% U.S. Spending Rate times Total Spending 
Sales Current of $ 33MM Rate Spending $ Media Prom . Over $ 33 MM 
08 % -1.0 33MM $ 330M $ 25031 $ BOM 0 
15 1.5 50MM $ 500M $ 375M $ 125M $ 170M 
BERLIN 1 % 3400 2.0 GCMY $ 650M $ 4952 $ 155M $ 330 M 
3. Start test 10/80 
680130016 
"
budget,"THE TOBACCO INSTITUTE 
087057 
PAYLO 
-... * .. 
THE ORDER J 
.. 
*** 
HON - NT ? 3 
HAR 
ROGER 
08 7052 05312-08214292 
-27 % ***** 
THE TOBACCO INSTITUTE 087057 , 
"" 
N 
SENDER U 
SINOS 
CAN D 
Fre 
13 . 
132-722- "" 
1501-71-1 
TIOK 0028928 
. 
12 
"
budget,"고 
1 
XOOL 
PAR 
545002322 
H 
ㅂ 
"
budget,"Date Prepared : 11/14/83 
Preparer's Initials NGN 
PROMOTION PLANS LETTER # 
VICEROY TRIAL 10 PACKS 
APRIL , 1984 
PROMOTION OVERVIEW 
This objective or level trials 1984 150MM outlines Plan will and units , . generate the 107M a . promotion converters test This up program test to needs a program ( projected .188 which only SOM is when to ) . a 5.4MM generate component implemented To meet targeted a an of one additional on the competitive year a approved national breakeven .038 . 
The among a then minimal test trial competitive program investment , increasing consists smokers from the . of consumers probability A offering $ .25 on in pack 300M of order usage trial coupon to produce upgrading 10 will packs further serious / , conversion requiring streng trial . 
Bay respectively test City markets , MI . and ( TA These 2.1 64 ) % and markets of national Grand represent Rapids VICEROY , MI high sales ( TA and 65 . average ) are the SDI designated markets , 
The budgeted cost of the test is $ 50,000 . 
. 
A. Promotion Objectives 
targeted ( Generate 150 : units competitive the ) national share to trials equivalent achieve . a of one an year increase payback of from at least 5.41 : .038 
B. Promotion Strategies 
1 . Provide stores , 300M requiring trial minimal 10 packs consumer in all VICEROY investment styles . to target 
2 . Price trial pack at level which indicates a "" clear "" value 555001214 
to 20's variable allowing gins the pack comparable consumer manufacturing for selling maintenance . to This price a 20's costs suggested . of pack This distributor and . price 10's applicable level pack and price will retailer state cover is tax 45 mar while % of 
3 . Deliver carton purchase $ .25 on - . pack coupon good on future 20's pack or 
4 . Initiate chosen respectively ( TA 65 ) represent representing test . in Bay high City 2.18 ( 130 , of ) MI and national ( TA average 64 ) and VICEROY ( 114 Grand ) sales SDI Rapids markets . , Markets MI , . 
"
budget,"TOTAL STP STATUS REPORT 
SEPTEMBER , 1983 
I. Historical Volume , Share , Margins and Spending ( Index Vs. Year Ago ) 
Volume Var . Margin Spending 
M Pounds Per Pound Per Pound 
1978 10,089 ( 89.0 ) 1.18 .11 
1979 1980 1982 1981 1983 - Budget 9,138 8,627 7,816 7,121 6,475 ( ( ( ( ( 90.6 94.4 90.6 91.1 90.9 ) ) ) ) ) 1.31 1.42 1.71 2.05 2.13 ( ( ( ( ( 111.0 108.4 119.9 120.4 103.9 ) ) ) ) ) .13 .03 .10 .13 .22 ( ( ( ( ( 118.2 169.2 333.3 130.0 23.1 ) ) ) ) ) 
II . Current Year 
Volume M Pounds 
Budget Actual / Est'd Act Vs Bud Cum . 
Mb . CLETI b . CLEM . Los 
January March May February April 593 465 558 523 509 1,058 1,616 2,139 2,648 593 546 556 637 567 589 2,306 2,895 1,101 1,738 556 - +43 +122 +247 +167 37 < - + + +9.3 +7.8 6.2 4.1 7.5 
August June July September October 571 541 553 539 527 4,313 3,219 3,760 4,852 5,379 558 653 625 572 4,078 4,730 3,520 5,302 +427 +318 +301 +445 + +9.7 + +9.2 8.5 9.4 
November 521 5,900 
December 575 6,475 
- RYO New product and snuff introductions sales have more in September than made and up October for Pipe will and boost Pluq tobacco Pipe and short Plug falls . 
sales for the last quarter . 
III . Budget 
Going Budget - In Currently Authorized Budget To Spent - Date * Committed To - Date * Balance To Spend 670227515 
Advertising Promotion M Total & P 1393 810 583 -0 1291 810 481 -0 . 140 398 538 250 305 555 -0 191 107 298 
* Through Aug , 1983 . 
"
budget,"951T 
105 
5.45 
, 
- 
1973 
N 
2,032 
14,055 
15,212 
ACTUAL 
220 355-160 
641,939 119.054 
441,000 
1,013,475 
DATE 
TO 
NOVEMBER 
SCHEDULE 
765 
YEAR 
2.052 
14,537 
11,290 
19.000 19.000 52.796 13,780 
BJOGET 13,702 
wos 
VAHANK 
FROM 
RALEIGH 
SPECIFIC 
CORPORATION LOY 
PROGRAMS 
MERCHANDISING 
MERCHANDISING 
REPORT 
SPECIFIC 
PROGRAM 
- 
PLANTING 
CAYMENTS 
DUNYOY 
PROGRAMS 
TOBACCO 
, 
PACING 
PROMOTION 
BUDGET 
PUCCIVS 
PARTICULARS 
DEBASERT 
PANEL AUTO 
DISPLAY TEMPLEY 
SALES OTHER 
PRODUCT 
SUMMARY 
PAYNENTS PONCTICA 
SALES 
MONTHLY 
WILLIAMSON VERCHANDISING 
MERCHANDISING 
G 
& , 
ITAL 
PLANNING 
- 
TATAL 
TOTAL TOTAL T 
THE 
LIQUIDATOSS TOTAL 
ORCYCTION SALES 
PROGRANS 
VENDING 
PACKAGE GAC 
BROWN 
AL 
MATERIALS 
PLACEMENT SANDLENT SELF 
PERMANENT 
TEMPAPY AUTO SALES DOCRICT TO 
OTHER 
93 
3,952 
3,360 
2,062 
BUDGE 
50,572 12,854 
$ 
13.761 
105,005 
VARANCI 
HOW 
10.25,27.JLF.CES 
. 
MONTH 
: 
7/77 
2,27 
2,052 
. 
12,479 
94,653 S4,222 
13.785 
TV 
ACTUAL 
- 
1646 
A 
DISTRIBUTION 
"
budget,"CHANGE OF AUTHORIZED CO 
DATE : 12/5/84 AUTHORIZATION NO . # 292 
PROJECT NAME : RALEIGH "" A "" MODIFIED ( XLF - 739 ) MEXICAN SUBSTITUTION . 
SUPPLIER : Market Facts 
PREVIOUS $ COMMITMENTS THIS PROJECT : $ 40,000 
AMOUNT OF CHANGE INCREAS / DECREASE ) : $ -4,000 ( 10 CHANGE ) . 
( CIRCLE ONE ) 
ADJUSTED TOTAL COST OF PROJECT : $ 36,000 
REASONS : 
This project went normal rather than accelerated ; 
hence , a price reduction . 
F 1984 
PROJECTED : TOTAL AREA BUDGET : ( REV ) 5,157,171 
Field Field Final Complete Start Report Due Oct Nov. Dec 1984 1984 1984 CURRENT THIS CHANGE BAL.AVAILABLE : : 970 +4,000 , 550 
( From Current Budget ) 
THIS AMOUNT 0 
( From Next Year's Budget ) 
NEW BALANCE : 974 550 
COMMITTED ( Current Year TO DATE ) : 4 , 184 , 191 
SUBMITTED BY : 12/10/84 
APPROVED APPROVED BY BY : : ED AJMellman Teravely 12 - PATE DATE 670562812 
DATE 
APPROVED BY : 
JATE 
APPROVED BY : DATE 
ORIGINAL PROJECT FILE 
CC : S. WILLINGER ( 3 ) PROJECT ilo 1984-230 - RP 
RESEARCH GROUP MANAGER ACCOUNT AME PRODUCT TESTING 
"
budget,"M.D. No. BM - 23-83 
approved copy in mm.prefile Date Page 8/29/83 
WA 2 BWT USA 
MAJOR MARKETING DECISION RECOMMENDATION 
PRODUCT ( S ) : BARCLAY 
PROPOSED ACTIVITY 
A. Test market new brand / line extension . 
B. National launch of new brand / line extension . 
C. H Discontinue product . 
D Discontinue new brand / line extension in test market . 
E. Change in selling price . S 
ASEN *** 
XF . Major change in advertising / promotional campaign . 
1. 2. Content Spending 605 WW DAY N 
PACK 
G. Sales Promotion Contract Revision 2012 
H. Change in Selling Field Manpower . 
CO₁ . Change in packaging or product formulation . 
Other 
stim 
APPROVALS ( Check Required Approvals ) 
OPERATING UNIT APPROVALS 
Dir . Sales 
Brand / Sr . Brand Mgr . Planning / Admin . 
RIPPL Group Product Dir . "" XMgr . Br . Promot . ** . 
: V.P. w Brand Mgt . X Media Mgr . 
Sr. V.P. - Domestic Mktg . V.P. Law 
¯¯¯¯¯¯ Sales 
V.P. V.P. Mfg . 
Controller V.P. R & D 
Mgr . Finance / Admin . V.P. Mgmt.Serv . 
TOBACCO DIVISION APPROVALS BATUS APPROVAL 
Sr. V.P. - Corporate Mktg .. President and 
President Officer Chief Executive 
Chairman 
III . Effective Date of Decision 9/15/83 670650341 
ww 
"
budget,"-800 
SPALINGE 
78213 S01IGRALS 
: 
590 
53 9207 
: 
36 
. 
317275 
313,675 117 
: 
306,655 1067655 
785,552 
201709 
2 
13251220 
17353.637 
HAGA 
8751123T 
1 
tubstfore 
PATE 
TO 
INCOGNERS 
OCEANACRE 
922 Sondrict 
10 $ 201608 
82 
: 
YEAR 
** 
4524 
: 
655 
SCHEDULE PAGE 192 6 
: 
.. 
3,597 1.707 
13,479 55,045 
201555 10,000 
276 
/ . 
SUSTEET 
I 
203537637 
TESTING 
TESTING 
CORPORATION 
RESTA 
"" 
FONCTIONS NATUUTING 
FOR 
MCDIA 
TELS 
TODICCO CLANS MEUTAL 
1072315 
BLOGETREFORT 
PAST 
ACCOGN 
TESTING 
alle 
CUSTOMEDIA PRODUCTION AGENUT 
BASIC IN ADVERTISING 
ADVERTISING 
FJA 
MONTHLY 736² 
WILLIAMSON 
& AND 
PAJDULTUN TVC 
- TOTAL - 
EUTX TOTAL TUTAL 
TUTAL 
TEGY TUTTU 
"" 
. 
NCUSPAPERS SUPPLEMENTS 
GROWN VAGAZINES 
CUTOSER METYLENGANCS PRODUCTION MISCELLANCEUS RUIS 
"" 
THUNSTY 
COPY KUTA USEA 
BASIC 
ALLOCATEDY AGEZY 
556 
265 
ME 
: 
le * 
32 
- 
X 2,300 
www 1.318 25 
16.627 : 19.025 
$ 
46.538 2013 
CALL 
* 
427.355 T 
Tut.330 
AZ 
H.Non 
0376-396 
690087206 
| 
nering THIS 
155.19 
FOR 
07 
ACTUAL 48-173 10.630 
37,017 roz 
3175351 
G47.555 
-76,937 153.310 
.240.270 
444 
Zozatos 
d - 
DISTRIBUTION 
"
